name,ab,url,strat,org,sector,type,region,country,city,submitted, 
Teacher/Student research projects on circular economy,"The NATURAL BUILDING LAB accompanies students on their learning journey in times of societal upheaval, enables them to work in dialog with inter- and transdisciplinery teams, introduces them to academic working techniques and welcomes them as part of a like-minded international network.",http://www.naturalbuildinglab.berlin,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",TU - Natural Building Lab,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",Education,Europe,Germany,Berlin,CEC Berlin Mapping Organizer: Dina Padalkina,https://www.circulareconomyclub.com/cec-berlin-dina-padalkina/
C2C consultants in construction,"Drees & Sommer is an innovative partner for consulting, planning, construction and operation. They think and act sustainably and holistically. In doing so, we take all facets of sustainability into account. Economy, ecology and functionality are inseparable for us. They call this basic principle ‘the blue way’.  It pervades our entire company – internally and externally. Use Cradle to Cradle methods",https://www.dreso.com/en,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",Drees & Sommer,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",- Private sector (undefined),Global,Global,Berlin,CEC Berlin Mapping Organizer: Dina Padalkina,https://www.circulareconomyclub.com/cec-berlin-dina-padalkina/
"""Roof greenhouse"" and atrium as an energy garden","Building with wood. The two main pillars of this strategy are the use of the roof greenhouse and the atrium as ""energy gardens"" and the storage of excess energy in a gravel storage facility in the basement. For complex questions about the respective construction tasks simple solutions are always in the foreground. Technology should support but not determine natural potentials. As an architect, energy consultant and cradle-to-cradle certified office, we develop healthy, natural and effective solutions for intelligent buildings.",http://partnerundpartner.com,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",Partner & Partner Architekten,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",- Private sector (undefined),Europe,Germany,Berlin ,CEC Berlin Mapping Organizer: Dina Padalkina,https://www.circulareconomyclub.com/cec-berlin-dina-padalkina/
Hydroponis and aquaponics for farming,"Using unused building and roof areas for the professional cultivation of crops and for participatory community gardens Urban production of food is referred to as ""building-integrated agriculture."" In the face of global population growth and increasing urbanization, it is groundbreaking and of great importance for both sustainable urban development and the global food situation. ",http://dachfarmberlin.de,"RESOURCES: e.g.: biodegradable materials, renewable energy, clean processes, no hazardous chemicals, clean packaging, …",Dach farm Berlin,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",- Private sector (undefined),Europe,Germany,Berlin ,CEC Berlin Mapping Organizer: Dina Padalkina,https://www.circulareconomyclub.com/cec-berlin-dina-padalkina/
Fish excrete used as fertilizer for plants,"Fish excrete ammonium through their gills. Through a biological process in the moving-bed filter in aquaculture, the ammonium dissolved in the water is turned into nitrate, a main element of plant fertilizer in hydroponics. This nitrate enriched water is then channelled into the individual hydroponic circuits thanks to the ECF monitoring technology, where it covers the majority of the fertilizer needs of the specific plants being cultivated.",http://www.ecf-farmsystems.com/en/,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",ECF Aquaponik-Farmsysteme,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",- Private sector (undefined),Europe,Germany,Berlin,CEC Berlin Mapping Organizer: Dina Padalkina,https://www.circulareconomyclub.com/cec-berlin-dina-padalkina/
Network of vertical farms across the city,"INFARM offers a turnkey solution for indoor farming. Pioneering on-demand farming services to provide urban communities with fresh, nutritious produce year round, by distributing our smart vertical farms throughout the city, directly where people live and eat. Our grow-on-site approach allows for significant improvement in the safety, quality and environmental footprint of our product",https://infarm.de/#what-we-do,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",Infarm,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",- Private sector (undefined),Europe,Germany,Berlin,CEC Berlin Mapping Organizer: Dina Padalkina,https://www.circulareconomyclub.com/cec-berlin-dina-padalkina/
Leveraging urban potencial,"Interactions between technical green systems and natural / anthropogenic water cycle in cityscapes (urban ecohydrology) - Life cycle assessment of different greening designs and technologies for the derivation of optimization strategies (substance-energy flow analysis), - Scenario-based quantification of potential biomass / bioenergy (agriculture, ecology, energy system technology) achievable with building greening ",http://www.urbangreen.tu-berlin.de/menue/cibg/,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",Center for Innovation and Science on Building Greening,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",Education,Europe,Germany,Berlin,CEC Berlin Mapping Organizer: Dina Padalkina,https://www.circulareconomyclub.com/cec-berlin-dina-padalkina/
Plug-n-Harvest Modular façade,"EIG is an organization accredited to perform the assessment of products against the Cradle to Cradle CertifiedTM Products Program. Plug-n-play passive and active multi-modal energy Harvesting systems, circular economy by design, with high replicability for Self-sufficient Districts & Near-Zero Buildings",http://ecointelligentgrowth.net/,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",EIG Eco Intelligent Growth,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",- SME,Europe,Spain,Barcelona,CEC core team,https://www.circulareconomyclub.com/team/
AquaTerraPonik® system to grow plants,"The excretions of the fish are converted by bacteria into fertilizer. The water then flows through ponds with soil, in which even earthworms cavort. The plants absorb the nutrients and thereby cleanse the water, which then returns to the fish.",https://www.stadtfarm.de/stadtfarm/,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",Stadtfarm,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",- Private sector (undefined),Europe,Germany,Berlin,CEC Berlin Mapping Organizer: Dina Padalkina,https://www.circulareconomyclub.com/cec-berlin-dina-padalkina/
Crowdsourcing platform financing solar energy,"Ecoligo is a solar utility that provides low cost electricity to businesses and industries in emerging markets/developing countries/Sub-Saharan Africa (check audience). By financing the solar systems through its crowdinvesting platform, ecoligo closes the finance gap that currently prevents these projects from being realised.",https://ecoligo.com,"RESOURCES: e.g.: biodegradable materials, renewable energy, clean processes, no hazardous chemicals, clean packaging, …",Ecoligo,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",- Private sector (undefined),Europe,Germany,Berlin,CEC Berlin Mapping Organizer: Dina Padalkina,https://www.circulareconomyclub.com/cec-berlin-dina-padalkina/
Neighbour platform to become a zero waste community,"An initiative by local transition town group WeddingWandler & Baumhaus, working together as neighbours to set up Zero Waste projects at a local level.",http://www.baumhausberlin.de/en/,"DESIGN: e.g.: design for disassembly, redesign of supply chains, c2c, …",Baumhaus Berlin,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management","Support (investment, consulting, media, etc)",Europe,Germany,Berlin,CEC Berlin Mapping Organizer: Dina Padalkina,https://www.circulareconomyclub.com/cec-berlin-dina-padalkina/
Power generation and inductive charging with solar roads,"Solmove builds smart solar roads that can supply electric cars with clean power and information. Solar streets are the sustainable answer to the untapped potential of roads, railways, and parking areas. Our flexible solar modules can produce large amounts of clean energy on horizontal surfaces, save 100% CO2 and can enable e-mobility with added inductive charging technology. http://www.solmove.com/en/home-2-2/",http://www.solmove.com/en/home-2-2/,"RESOURCES: e.g.: biodegradable materials, renewable energy, clean processes, no hazardous chemicals, clean packaging, …",Solmove,"CITIES: buildings, infrastructure, mobility, logistics, energy, water, waste management",- Private sector (undefined),Europe,Germany,Berlin,CEC Berlin Mapping Organizer: Dina Padalkina,https://www.circulareconomyclub.com/cec-berlin-dina-padalkina/
Blockchain for documentation of waste in reverse logistincs,"WasteLedger uses blockchain and artificial intelligent technology with help of the Internet of Things devices (IoT) to track any wastes (i.e., e-waste, ELV, packaging, construction, etc.) and their documentations across the reverse supply chain from Original Equipment Manufacturers (OEMs) to final destination of waste i.e., secondary raw material market. ",http://www.wasteledger.com,"RESOURCES: e.g.: biodegradable materials, renewable energy, clean processes, no hazardous chemicals, clean packaging, …",WasteLedger,"MANUFACTURING: Equipment, furniture, paper, plastics, chemicals, metal, mining, etc.",- Startup,Europe,Germany,Berlin,CEC Berlin Mapping Organizer: Dina Padalkina,https://www.circulareconomyclub.com/cec-berlin-dina-padalkina/
